"permno","gvkey","companyid","keydevid","actdate","announcedate","ri30","ri60","ri182","ri365","sri30","sri182"
88664,"011811",277617,130733495,2011-05-10,2011-04-26,-0.00353526884476191,-0.00581475514785715,-0.0235632431435556,-0.01971871013375,-0.441060755193957,-0.484574885905552
88664,"011811",277617,206252294,2012-05-08,2012-05-03,-0.00051312656047619,9.658105047619e-05,-0.00217175292742858,-0.00793196538690479,-0.0756589357354711,-0.0527832363566083
88664,"011811",277617,234473032,2013-05-07,2013-04-03,-0.00106676640559524,-0.000312879298809522,0.000400475479857151,0.000567817312857147,-0.281408582352686,0.0174138101357199
88664,"011811",277617,262726706,2014-05-05,2014-04-29,0.00233252001142857,0.00461416960785714,0.000905344357301579,-0.0058819405625595,0.798911062523005,0.0511136297028418
88664,"011811",277617,324552143,2016-05-09,2016-02-03,-0.000284612371428573,-0.000518316742857144,-0.00316339068448413,-0.00693367345349206,-0.0762590585472077,-0.139714140573507
88664,"011811",277617,419514326,2017-05-08,2017-02-08,0.000678309026666666,0.00124884647595238,0.000593543584738091,0.000735899610714295,0.274916615166666,0.0396529838985455
88664,"011811",277617,611497073,2019-05-06,2019-04-24,0.00200222828309524,0.00399857586119047,0.00490975628928571,0.00894387568561508,0.762991312717056,0.30840101818508
88664,"011811",277617,666295079,2020-05-11,2020-05-01,0.00075578988773809,0.00142998861833333,3.60011013412809e-05,0.00182130030601189,0.0558139003407978,0.000438234888394241
88664,"011811",277617,1781565611,2022-05-09,2022-05-04,0.00284998356119048,0.00535361606785715,0.00561929437074603,0.0101016474431945,0.252998679323257,0.0822256943201476
14318,"011854",204777589,314774877,2015-11-19,2015-10-20,0.0610948366258333,0.12770050670119,0.222108617431262,0.27822332261244,2.00029803157536,1.1986861165741
14318,"011854",204777589,403988380,2016-11-18,2016-10-06,0.0162408940163095,0.0271805932135714,0.00713792674353173,0.0297389518531151,0.664069892212427,0.0481089425930021
14318,"011854",204777589,538782749,2017-11-17,2017-09-26,-0.00717269246964286,-0.0134361194916667,-0.0376003805645556,-0.0750303069605754,-0.477907157801892,-0.412955668296591
